scaffold,start,end,mid,sites,pi_VDESAC,pi_VDESAM,pi_VJACAC,pi_VJACAM,pi_VJACAN,dxy_VDESAC_VDESAM,dxy_VDESAC_VJACAC,dxy_VDESAC_VJACAM,dxy_VDESAC_VJACAN,dxy_VDESAM_VJACAC,dxy_VDESAM_VJACAM,dxy_VDESAM_VJACAN,dxy_VJACAC_VJACAM,dxy_VJACAC_VJACAN,dxy_VJACAM_VJACAN,Fst_VDESAC_VDESAM,Fst_VDESAC_VJACAC,Fst_VDESAC_VJACAM,Fst_VDESAC_VJACAN,Fst_VDESAM_VJACAC,Fst_VDESAM_VJACAM,Fst_VDESAM_VJACAN,Fst_VJACAC_VJACAM,Fst_VJACAC_VJACAN,Fst_VJACAM_VJACAN
NW_019211460.1,24780001,24830000,24804011,15992,0.0015,0.0004,0.0007,0.0004,0.0004,0.0014,0.0041,0.0041,0.0039,0.0042,0.0042,0.004,0.0009,0.0008,0.0007,0.1924,0.579,0.599,0.4055,0.7547,0.8114,0.6972,0.1644,0.0673,0.1853
NW_019211460.1,24800001,24850000,24826619,16407,0.0011,0.0004,0.0008,0.0005,0.0004,0.001,0.0041,0.0042,0.0042,0.0041,0.0041,0.0042,0.0009,0.0008,0.0008,0.1471,0.6324,0.6556,0.5182,0.7552,0.8051,0.739,0.1177,0.082,0.1987
NW_019211460.1,24820001,24870000,24845582,17226,0.0012,0.0005,0.0007,0.0005,0.0004,0.0011,0.0044,0.0044,0.0045,0.0043,0.0043,0.0044,0.0008,0.0008,0.0009,0.132,0.6512,0.6616,0.5176,0.7443,0.7721,0.6669,0.0953,0.0898,0.2374
NW_019211460.1,24840001,24890000,24864200,18011,0.0012,0.0006,0.001,0.0006,0.0004,0.0012,0.0047,0.0048,0.0047,0.0047,0.0048,0.0047,0.0011,0.001,0.001,0.1451,0.6273,0.6745,0.5377,0.7119,0.7697,0.6681,0.1293,0.0821,0.2633
NW_019211460.1,24860001,24910000,24884556,16466,0.0011,0.0005,0.001,0.0005,0.0004,0.0011,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0011,0.0011,0.0012,0.1363,0.5944,0.6668,0.5242,0.6785,0.7633,0.6525,0.1489,0.0787,0.3421
NW_019211460.1,24880001,24930000,24904984,17255,0.0012,0.0005,0.0011,0.0005,0.0002,0.0011,0.0049,0.0048,0.0049,0.005,0.0049,0.005,0.0011,0.0011,0.001,0.1453,0.62,0.6875,0.5607,0.7173,0.8046,0.7292,0.1221,0.099,0.3165
NW_019211460.1,24900001,24950000,24925573,17977,0.0016,0.0005,0.0011,0.0006,0.0002,0.0014,0.005,0.005,0.0052,0.0049,0.0049,0.005,0.0011,0.0012,0.001,0.1511,0.5846,0.6234,0.4801,0.7261,0.8044,0.7361,0.1256,0.1254,0.3002
NW_019211460.1,24920001,24970000,24945289,18159,0.0019,0.0008,0.0014,0.0007,0.0003,0.0017,0.0055,0.0055,0.0055,0.0056,0.0055,0.0056,0.0014,0.0015,0.001,0.1372,0.5458,0.5964,0.4476,0.6765,0.7556,0.6545,0.1379,0.1119,0.2265
NW_019211460.1,24940001,24990000,24963401,16622,0.0021,0.0009,0.0013,0.0007,0.0004,0.0018,0.0048,0.0051,0.005,0.0047,0.005,0.005,0.0014,0.0014,0.0011,0.1132,0.49,0.5518,0.39,0.6291,0.7169,0.5878,0.1544,0.1111,0.262
NW_019211460.1,24960001,25010000,24984106,15141,0.0018,0.0006,0.001,0.0006,0.0004,0.0016,0.0049,0.005,0.0049,0.0048,0.0049,0.0048,0.0011,0.001,0.0009,0.1343,0.5588,0.5897,0.4174,0.7084,0.7744,0.6593,0.1387,0.0781,0.2351
NW_019211460.1,24980001,25030000,25006858,15557,0.0019,0.0007,0.001,0.0005,0.0003,0.0017,0.0047,0.0045,0.0044,0.0046,0.0045,0.0044,0.001,0.0009,0.0008,0.1379,0.5329,0.5552,0.3837,0.6868,0.7484,0.6216,0.1074,0.0622,0.246
NW_019211460.1,25000001,25050000,25025014,16483,0.0016,0.0006,0.0012,0.0006,0.0002,0.0014,0.0044,0.0043,0.0043,0.0043,0.0041,0.0041,0.0012,0.0011,0.0009,0.1177,0.518,0.5644,0.421,0.6386,0.7212,0.6215,0.1189,0.0852,0.2448
NW_019211460.1,25020001,25070000,25044794,17092,0.0018,0.0006,0.0013,0.0007,0.0003,0.0015,0.0048,0.0046,0.0047,0.0046,0.0044,0.0044,0.0013,0.0012,0.0009,0.1373,0.5205,0.5649,0.4202,0.6571,0.7455,0.6619,0.1186,0.0802,0.2189
NW_019211460.1,25040001,25090000,25065671,17413,0.002,0.0005,0.0013,0.0006,0.0003,0.0017,0.0044,0.0044,0.0044,0.0042,0.0042,0.0042,0.0014,0.0014,0.0011,0.1649,0.4629,0.5275,0.3681,0.6472,0.7755,0.6943,0.1751,0.1053,0.3256
NW_019211460.1,25060001,25110000,25081835,16138,0.002,0.0004,0.0014,0.0006,0.0004,0.0017,0.0048,0.0049,0.005,0.0047,0.0049,0.005,0.0015,0.0016,0.0012,0.1793,0.4836,0.5672,0.4069,0.6701,0.8066,0.7333,0.1727,0.1151,0.3231
NW_019211460.1,25080001,25130000,25094683,9383,0.0017,0.0004,0.0019,0.0009,0.0005,0.0015,0.0058,0.0062,0.0062,0.0058,0.0062,0.0062,0.0021,0.0021,0.0017,0.1793,0.5213,0.6405,0.5054,0.6633,0.8189,0.7818,0.1722,0.1109,0.3057
NW_019211460.1,25100001,25150000,25133488,9373,0.0016,0.0003,0.002,0.0011,0.0009,0.0015,0.0065,0.0071,0.0065,0.0068,0.0073,0.0067,0.0021,0.002,0.002,0.2461,0.564,0.6737,0.5128,0.7074,0.8455,0.8044,0.1448,0.0659,0.2549
NW_019211460.1,25120001,25170000,25148105,14164,0.0017,0.0003,0.0017,0.0009,0.0008,0.0016,0.0059,0.0063,0.006,0.0061,0.0066,0.0062,0.0018,0.0018,0.0015,0.2217,0.5477,0.6425,0.4753,0.7123,0.8386,0.7872,0.1469,0.0794,0.2057
NW_019211460.1,25140001,25190000,25165909,17744,0.0018,0.0004,0.0016,0.0009,0.001,0.0017,0.0061,0.0064,0.0062,0.0061,0.0064,0.0063,0.0016,0.0018,0.0015,0.207,0.5612,0.6327,0.4586,0.7153,0.825,0.7457,0.1109,0.066,0.1641
NW_019211460.1,25160001,25210000,25185107,18368,0.0018,0.0004,0.0013,0.0007,0.0009,0.0016,0.0057,0.0058,0.0058,0.0056,0.0058,0.0057,0.0012,0.0013,0.001,0.1879,0.5745,0.6265,0.445,0.7375,0.8328,0.7431,0.0892,0.0477,0.0933
NW_019211460.1,25180001,25230000,25205805,19498,0.0016,0.0003,0.001,0.0006,0.0006,0.0013,0.005,0.0051,0.005,0.0047,0.0049,0.0047,0.001,0.001,0.0008,0.1673,0.5874,0.6234,0.4467,0.7476,0.8287,0.7522,0.0966,0.0463,0.0816
NW_019211460.1,25200001,25250000,25224385,19359,0.0016,0.0003,0.001,0.0005,0.0006,0.0013,0.0045,0.0046,0.0045,0.0042,0.0042,0.0041,0.0009,0.001,0.0006,0.1758,0.5609,0.6019,0.4117,0.7343,0.8368,0.7478,0.0757,0.0478,0.0217
NW_019211460.1,25220001,25270000,25244452,19588,0.0018,0.0003,0.0013,0.0006,0.0006,0.0014,0.005,0.0048,0.0047,0.0045,0.0044,0.0043,0.0012,0.0013,0.0007,0.174,0.5208,0.5773,0.3962,0.6936,0.828,0.7631,0.0741,0.0469,0.0503
NW_019211460.1,25240001,25290000,25264870,18179,0.0022,0.0003,0.0014,0.0007,0.0007,0.0019,0.0056,0.0056,0.0054,0.0055,0.0055,0.0053,0.0013,0.0013,0.0009,0.2069,0.5256,0.5682,0.3821,0.7264,0.8343,0.7579,0.087,0.0467,0.0824
NW_019211460.1,25260001,25310000,25285221,18188,0.0022,0.0004,0.001,0.0005,0.0007,0.002,0.0054,0.0054,0.0054,0.0057,0.0057,0.0057,0.0009,0.001,0.0007,0.2317,0.5531,0.5808,0.3866,0.7665,0.8459,0.7395,0.089,0.0423,0.1051
NW_019211460.1,25280001,25330000,25305141,18559,0.0019,0.0004,0.0011,0.0005,0.0008,0.0018,0.0048,0.005,0.0046,0.005,0.0052,0.0048,0.0011,0.0011,0.001,0.2372,0.5317,0.5853,0.3674,0.7307,0.8258,0.6957,0.1298,0.0226,0.1514
NW_019211460.1,25300001,25350000,25325146,18749,0.0019,0.0005,0.0013,0.0005,0.0008,0.0017,0.0049,0.0049,0.0047,0.005,0.005,0.0048,0.0013,0.0012,0.001,0.2099,0.5179,0.5878,0.3785,0.6944,0.8148,0.68,0.1228,0.0246,0.1853
NW_019211460.1,25320001,25370000,25344435,18629,0.0022,0.0005,0.0015,0.0006,0.0009,0.0021,0.0053,0.0052,0.0051,0.0054,0.0053,0.0052,0.0014,0.0014,0.001,0.2319,0.4823,0.5551,0.3533,0.6757,0.8065,0.6748,0.1137,0.0351,0.1329
NW_019211460.1,25340001,25390000,25365038,18320,0.0019,0.0004,0.0011,0.0005,0.0006,0.0018,0.0041,0.0041,0.004,0.0042,0.0043,0.0042,0.0011,0.0011,0.0009,0.2407,0.4751,0.5343,0.3336,0.7003,0.8148,0.6932,0.1446,0.0483,0.1987
NW_019211460.1,25360001,25410000,25385834,19136,0.0015,0.0003,0.001,0.0004,0.0005,0.0014,0.0042,0.0042,0.004,0.0044,0.0044,0.0042,0.0009,0.0009,0.0008,0.2226,0.5491,0.6029,0.4024,0.7339,0.8338,0.727,0.1184,0.04,0.2159
NW_019211460.1,25380001,25430000,25404809,19305,0.0012,0.0004,0.001,0.0005,0.0005,0.0011,0.0042,0.0041,0.0041,0.0043,0.0042,0.0041,0.0009,0.0009,0.0009,0.1711,0.585,0.643,0.4694,0.7127,0.8008,0.6887,0.0912,0.0426,0.231
NW_019211460.1,25400001,25450000,25424185,17549,0.0014,0.0006,0.0011,0.0006,0.0006,0.0012,0.0051,0.0053,0.0052,0.005,0.0052,0.0051,0.001,0.0011,0.001,0.1337,0.6179,0.6735,0.5118,0.7168,0.7929,0.6793,0.0916,0.0537,0.2149
NW_019211460.1,25420001,25470000,25445502,18181,0.0017,0.0005,0.0011,0.0006,0.0006,0.0016,0.005,0.0052,0.0052,0.0049,0.0051,0.0051,0.0011,0.0011,0.0009,0.1774,0.5596,0.6164,0.4388,0.7128,0.8082,0.7036,0.1053,0.0554,0.1701
NW_019211460.1,25440001,25490000,25465438,18405,0.0019,0.0005,0.0014,0.0008,0.0006,0.0018,0.007,0.0073,0.0071,0.0071,0.0074,0.0072,0.0015,0.0013,0.0012,0.1978,0.6153,0.6717,0.505,0.7526,0.8377,0.756,0.1319,0.0476,0.2077
NW_019211460.1,25460001,25510000,25484767,18565,0.0021,0.0005,0.0017,0.001,0.0006,0.002,0.0076,0.0078,0.0076,0.0077,0.008,0.0077,0.0018,0.0015,0.0013,0.2163,0.5952,0.6565,0.5028,0.7395,0.8337,0.778,0.1133,0.0417,0.1783
NW_019211460.1,25480001,25530000,25504784,18822,0.0021,0.0004,0.0015,0.0008,0.0007,0.0021,0.0065,0.0067,0.0065,0.0065,0.0067,0.0065,0.0015,0.0014,0.0014,0.2463,0.5619,0.6227,0.4493,0.732,0.8368,0.766,0.1202,0.0565,0.2476
NW_019211460.1,25500001,25550000,25525188,17988,0.0025,0.0004,0.0015,0.0006,0.0007,0.0024,0.0064,0.0067,0.0064,0.0067,0.007,0.0066,0.0015,0.0014,0.0013,0.261,0.536,0.6007,0.3956,0.7444,0.8586,0.7661,0.1563,0.0484,0.3003
NW_019211460.1,25520001,25570000,25543924,17687,0.0022,0.0004,0.0013,0.0005,0.0007,0.0019,0.0059,0.0063,0.0058,0.006,0.0064,0.0058,0.0014,0.0012,0.0014,0.2176,0.5492,0.618,0.3983,0.7524,0.8711,0.7729,0.1852,0.0418,0.3469
NW_019211460.1,25540001,25590000,25565750,16849,0.0023,0.0004,0.0013,0.0006,0.0007,0.002,0.0064,0.0066,0.0064,0.0065,0.0067,0.0064,0.0015,0.0013,0.0015,0.2106,0.5628,0.6149,0.4182,0.7563,0.8566,0.7689,0.1683,0.0475,0.3346
NW_019211460.1,25560001,25610000,25586092,18231,0.0021,0.0005,0.0013,0.0005,0.0006,0.0019,0.0063,0.0065,0.0064,0.0062,0.0064,0.0063,0.0013,0.0013,0.0014,0.2067,0.5816,0.6394,0.4519,0.7467,0.85,0.7523,0.1641,0.0694,0.3718
NW_019211460.1,25580001,25630000,25604825,18363,0.0017,0.0005,0.0015,0.0005,0.0006,0.0016,0.0063,0.0064,0.0063,0.0062,0.0064,0.0062,0.0015,0.0015,0.0015,0.178,0.5895,0.681,0.5012,0.7165,0.8409,0.7353,0.159,0.0688,0.3786
NW_019211460.1,25600001,25650000,25624474,17669,0.0017,0.0006,0.0013,0.0006,0.0007,0.0016,0.0058,0.0062,0.0058,0.0059,0.0062,0.0058,0.0015,0.0013,0.0012,0.1804,0.5884,0.6719,0.4767,0.7161,0.824,0.6962,0.181,0.0571,0.2655
NW_019211460.1,25620001,25670000,25644069,17033,0.002,0.0007,0.0011,0.0005,0.0005,0.0018,0.0061,0.0063,0.006,0.006,0.0062,0.0058,0.0012,0.001,0.0008,0.1526,0.606,0.6427,0.4472,0.7418,0.8079,0.6729,0.166,0.0454,0.1717
NW_019211460.1,25640001,25690000,25665210,16544,0.0023,0.0007,0.0011,0.0005,0.0008,0.002,0.007,0.007,0.007,0.0069,0.0069,0.0069,0.0011,0.0014,0.0011,0.1577,0.6218,0.641,0.4472,0.77,0.8255,0.6962,0.1263,0.0843,0.1978
NW_019211460.1,25660001,25710000,25686996,17842,0.0021,0.0006,0.0014,0.0007,0.0008,0.0018,0.0074,0.007,0.0073,0.0071,0.0068,0.007,0.0014,0.0015,0.0013,0.1459,0.6191,0.6499,0.4817,0.7481,0.8209,0.7201,0.1084,0.0675,0.2237
NW_019211460.1,25680001,25730000,25705224,19190,0.0015,0.0006,0.0014,0.0006,0.0005,0.0014,0.0065,0.0063,0.0066,0.0064,0.0062,0.0065,0.0013,0.0013,0.0012,0.1362,0.6295,0.6895,0.5464,0.7297,0.8169,0.7288,0.107,0.0602,0.2658
NW_019211460.1,25700001,25750000,25723532,19042,0.0016,0.0007,0.0014,0.0006,0.0005,0.0015,0.0059,0.006,0.0061,0.0058,0.0058,0.006,0.0014,0.0013,0.0012,0.1335,0.5927,0.6636,0.5128,0.6953,0.7917,0.6898,0.1266,0.0585,0.2802
NW_019211460.1,25720001,25770000,25745347,17087,0.0017,0.0008,0.0014,0.0007,0.0007,0.0016,0.0055,0.0055,0.0057,0.0054,0.0054,0.0056,0.0013,0.0014,0.001,0.1256,0.5589,0.6244,0.4615,0.6563,0.7402,0.6046,0.1101,0.0656,0.1572
NW_019211460.1,25740001,25790000,25764589,17274,0.0018,0.0008,0.002,0.001,0.0009,0.0017,0.0064,0.0067,0.0068,0.0063,0.0066,0.0067,0.002,0.0019,0.0013,0.1358,0.5359,0.6344,0.4923,0.635,0.7512,0.6506,0.1252,0.0631,0.1067
NW_019211460.1,25760001,25810000,25784687,16989,0.0023,0.0007,0.002,0.001,0.0009,0.0021,0.0065,0.0069,0.0068,0.0065,0.0068,0.0068,0.002,0.0019,0.0013,0.1664,0.5074,0.5997,0.4398,0.6467,0.7697,0.6731,0.1255,0.062,0.1326
NW_019211460.1,25780001,25830000,25806582,17555,0.0025,0.0008,0.0018,0.001,0.001,0.0022,0.0067,0.0069,0.0069,0.0066,0.0068,0.0067,0.0018,0.0017,0.0016,0.1593,0.5208,0.582,0.4106,0.6669,0.7657,0.654,0.0957,0.0464,0.174
NW_019211460.1,25800001,25850000,25825234,19366,0.0018,0.0005,0.0016,0.0009,0.001,0.0016,0.0055,0.0055,0.0055,0.0054,0.0054,0.0054,0.0015,0.0015,0.0015,0.1616,0.5261,0.5895,0.4193,0.6685,0.7765,0.6747,0.078,0.0367,0.1839
NW_019211460.1,25820001,25870000,25844928,19553,0.0018,0.0004,0.0018,0.0008,0.0012,0.0014,0.0061,0.006,0.0061,0.0057,0.0057,0.0058,0.0016,0.0017,0.0016,0.1378,0.5442,0.6322,0.4568,0.67,0.8078,0.705,0.0977,0.0264,0.2024
NW_019211460.1,25840001,25890000,25865490,18769,0.002,0.0005,0.0021,0.001,0.0014,0.0017,0.0069,0.007,0.0071,0.0067,0.0069,0.007,0.002,0.0021,0.0018,0.1688,0.5388,0.6375,0.4638,0.6726,0.8132,0.7153,0.12,0.0444,0.1743
NW_019211460.1,25860001,25910000,25884454,19225,0.0023,0.0006,0.0019,0.001,0.0013,0.0021,0.007,0.0073,0.007,0.0069,0.0073,0.007,0.002,0.0019,0.0016,0.1896,0.5315,0.6071,0.4236,0.6874,0.8019,0.6993,0.1293,0.0401,0.1188
NW_019211460.1,25880001,25930000,25904518,18545,0.0022,0.0007,0.0018,0.001,0.001,0.0022,0.0064,0.0066,0.0065,0.0067,0.007,0.0068,0.0019,0.0018,0.0015,0.2214,0.5249,0.5985,0.4258,0.6796,0.7834,0.6755,0.134,0.0564,0.1493
NW_019211460.1,25900001,25950000,25925876,18516,0.0021,0.0006,0.0016,0.0008,0.001,0.002,0.0066,0.0068,0.0068,0.0068,0.007,0.007,0.0016,0.0017,0.0015,0.2243,0.5665,0.6333,0.4567,0.722,0.8231,0.7253,0.1185,0.0667,0.2174
NW_019211460.1,25920001,25970000,25945845,20096,0.002,0.0004,0.0013,0.0007,0.0009,0.0019,0.0067,0.0067,0.0069,0.0068,0.0069,0.007,0.0013,0.0015,0.0013,0.2102,0.6094,0.6401,0.4723,0.7742,0.844,0.7674,0.0971,0.0756,0.1939
NW_019211460.1,25940001,25990000,25963959,19819,0.0018,0.0004,0.0013,0.0008,0.0008,0.0016,0.0062,0.0062,0.0061,0.0061,0.0062,0.0061,0.0014,0.0013,0.0013,0.1834,0.5972,0.6353,0.4702,0.7481,0.8258,0.7546,0.1102,0.0512,0.1784
NW_019211460.1,25960001,26010000,25984706,18932,0.0021,0.0006,0.0011,0.0007,0.0006,0.0019,0.0068,0.0066,0.0067,0.0069,0.0068,0.0068,0.0011,0.001,0.001,0.2031,0.6251,0.6318,0.4681,0.782,0.8259,0.747,0.0933,0.0287,0.1417
NW_019211460.1,25980001,26030000,26005708,18745,0.0024,0.0005,0.0011,0.0007,0.0006,0.0022,0.0062,0.0061,0.0062,0.0061,0.006,0.0061,0.0011,0.001,0.001,0.219,0.5746,0.5796,0.4089,0.7624,0.8183,0.7369,0.0997,0.0323,0.1756
NW_019211460.1,26000001,26050000,26024457,18965,0.0024,0.0005,0.0011,0.0007,0.0008,0.0023,0.006,0.006,0.0059,0.0059,0.0059,0.0057,0.0013,0.0011,0.0011,0.2194,0.5577,0.5618,0.3758,0.7502,0.8021,0.6971,0.1311,0.0408,0.1495
NW_019211460.1,26020001,26070000,26045223,18695,0.0023,0.0006,0.0014,0.0008,0.0007,0.0024,0.006,0.0061,0.006,0.006,0.0061,0.006,0.0015,0.0014,0.0011,0.2522,0.5385,0.5715,0.3991,0.7152,0.7896,0.6919,0.1263,0.0507,0.1428
NW_019211460.1,26040001,26090000,26064218,17795,0.0021,0.0006,0.0014,0.0008,0.0005,0.0022,0.0059,0.0061,0.0058,0.0062,0.0064,0.0061,0.0014,0.0013,0.0011,0.243,0.5463,0.5927,0.4211,0.7197,0.7974,0.7027,0.1201,0.0542,0.1688
NW_019211460.1,26060001,26110000,26084664,16979,0.0022,0.0004,0.0015,0.0008,0.0004,0.002,0.0056,0.0057,0.0054,0.0056,0.0056,0.0053,0.0016,0.0014,0.0009,0.2152,0.5105,0.5648,0.4016,0.6996,0.8069,0.7581,0.139,0.0771,0.1379
NW_019211460.1,26080001,26130000,26106069,17250,0.0018,0.0004,0.0013,0.0008,0.0003,0.0017,0.0051,0.0052,0.0048,0.0051,0.0052,0.0048,0.0015,0.0014,0.0009,0.2417,0.5365,0.5835,0.4243,0.7181,0.8116,0.7751,0.1618,0.1134,0.1797
NW_019211460.1,26100001,26150000,26124871,17321,0.0018,0.0004,0.0013,0.0007,0.0003,0.0017,0.0048,0.0049,0.0043,0.0046,0.0047,0.0042,0.0016,0.0014,0.0012,0.2252,0.5027,0.5656,0.3849,0.6833,0.8017,0.742,0.1841,0.1131,0.302
NW_019211460.1,26120001,26170000,26141745,14983,0.002,0.0005,0.0014,0.0008,0.0005,0.0018,0.0057,0.006,0.0054,0.0057,0.006,0.0054,0.0016,0.0015,0.0015,0.2092,0.5493,0.6045,0.422,0.7158,0.8095,0.7323,0.155,0.0944,0.3032
NW_019211460.1,26140001,26190000,26166616,15025,0.0027,0.0005,0.0019,0.0011,0.0009,0.0024,0.007,0.0073,0.007,0.0069,0.0073,0.007,0.0021,0.0021,0.0019,0.2159,0.5082,0.574,0.3997,0.7021,0.8193,0.7604,0.1421,0.0868,0.2522
NW_019211460.1,26160001,26210000,26187644,16321,0.0024,0.0004,0.0019,0.0011,0.001,0.0023,0.0067,0.0068,0.0067,0.007,0.0072,0.007,0.002,0.0019,0.0017,0.2548,0.5181,0.5746,0.4121,0.7126,0.8175,0.7668,0.1251,0.0604,0.1962
NW_019211460.1,26180001,26230000,26204730,17544,0.0025,0.0004,0.0017,0.0012,0.0012,0.0023,0.007,0.007,0.007,0.0071,0.0071,0.0071,0.0019,0.0017,0.0018,0.2455,0.5432,0.5671,0.4084,0.7323,0.8061,0.7527,0.1046,0.031,0.1531
NW_019211460.1,26200001,26250000,26224155,17026,0.0028,0.0005,0.0015,0.0011,0.001,0.0025,0.0072,0.0074,0.0072,0.007,0.0072,0.007,0.0016,0.0014,0.0016,0.2315,0.5512,0.5639,0.3872,0.7545,0.8157,0.7483,0.1081,0.0338,0.1716
NW_019211460.1,26220001,26270000,26241695,13355,0.0031,0.0006,0.0017,0.0012,0.0013,0.0028,0.0082,0.0084,0.0083,0.0079,0.0082,0.0081,0.0019,0.0018,0.0019,0.2247,0.553,0.5777,0.4005,0.7425,0.8151,0.7362,0.1168,0.04,0.1776
NW_019211460.1,26240001,26290000,26267401,13351,0.002,0.0004,0.0014,0.0006,0.0006,0.0018,0.0062,0.0061,0.0063,0.0062,0.0061,0.0063,0.0012,0.0014,0.0013,0.2015,0.5705,0.6243,0.4532,0.7449,0.8558,0.7842,0.1002,0.0734,0.3359
NW_019211460.1,26260001,26310000,26286666,17160,0.002,0.0004,0.0014,0.0007,0.0006,0.0017,0.0065,0.0064,0.0065,0.0065,0.0065,0.0065,0.0013,0.0014,0.0013,0.1963,0.5844,0.6285,0.4631,0.7584,0.854,0.8002,0.0919,0.0696,0.2638
NW_019211460.1,26280001,26330000,26304578,18571,0.002,0.0003,0.0015,0.0007,0.0006,0.0016,0.0061,0.0058,0.0058,0.0059,0.0057,0.0057,0.0014,0.0015,0.0013,0.1953,0.5527,0.6042,0.4372,0.7292,0.8476,0.8023,0.0901,0.0619,0.2576
NW_019211460.1,26300001,26350000,26324441,18173,0.0022,0.0004,0.0014,0.0008,0.0008,0.002,0.0066,0.0065,0.0065,0.0068,0.0067,0.0067,0.0014,0.0013,0.0012,0.2221,0.5752,0.6016,0.4292,0.769,0.8494,0.7918,0.0955,0.0405,0.1687
NW_019211460.1,26320001,26370000,26346094,18566,0.0022,0.0004,0.0013,0.0008,0.0009,0.0021,0.0065,0.0065,0.0065,0.0069,0.0069,0.0068,0.0013,0.0014,0.001,0.2593,0.585,0.6076,0.4314,0.7752,0.8418,0.7706,0.1043,0.0504,0.0864
NW_019211460.1,26340001,26390000,26365186,19249,0.0021,0.0004,0.0012,0.0008,0.0006,0.002,0.0062,0.0064,0.0063,0.0062,0.0064,0.0063,0.0013,0.0012,0.0008,0.2607,0.5892,0.6146,0.4476,0.7725,0.8421,0.7906,0.1102,0.0569,0.0705
NW_019211460.1,26360001,26410000,26384643,19380,0.0023,0.0004,0.001,0.0005,0.0004,0.0021,0.0065,0.0064,0.0064,0.0062,0.0061,0.006,0.001,0.0011,0.0007,0.2343,0.5987,0.6099,0.4286,0.7945,0.8672,0.804,0.1067,0.076,0.1344
NW_019211460.1,26380001,26430000,26404911,18785,0.0019,0.0003,0.0009,0.0004,0.0004,0.0016,0.0059,0.0059,0.006,0.0058,0.0058,0.0058,0.0008,0.0009,0.0008,0.2121,0.6323,0.6551,0.4767,0.8104,0.887,0.823,0.1077,0.0815,0.2942
NW_019211460.1,26400001,26450000,26423975,17588,0.0019,0.0003,0.0011,0.0004,0.0003,0.0017,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.001,0.0011,0.0008,0.2465,0.5843,0.6275,0.4496,0.7778,0.8823,0.8308,0.1397,0.0853,0.2596
NW_019211460.1,26420001,26470000,26445856,18447,0.0018,0.0003,0.0019,0.0008,0.0004,0.0017,0.0057,0.0053,0.0053,0.0057,0.0053,0.0052,0.0018,0.0018,0.0008,0.2684,0.5019,0.5919,0.4448,0.6682,0.8333,0.8199,0.1148,0.079,0.084
NW_019211460.1,26440001,26490000,26463703,17056,0.0017,0.0002,0.0021,0.001,0.0006,0.0016,0.0057,0.0054,0.0053,0.0057,0.0054,0.0053,0.002,0.002,0.001,0.2481,0.4965,0.5875,0.4487,0.6572,0.8157,0.8106,0.1142,0.0844,0.0786
NW_019211460.1,26460001,26510000,26484796,17594,0.0014,0.0002,0.0012,0.0006,0.0005,0.0013,0.0041,0.0041,0.0039,0.004,0.004,0.0038,0.0012,0.0012,0.0008,0.2412,0.5175,0.5813,0.4138,0.7004,0.8289,0.7918,0.1215,0.0771,0.1145
NW_019211460.1,26480001,26530000,26507429,17939,0.0013,0.0002,0.0008,0.0004,0.0003,0.0011,0.004,0.004,0.0039,0.004,0.004,0.0039,0.0007,0.0007,0.0004,0.2179,0.6,0.6329,0.4586,0.7777,0.8665,0.8105,0.0891,0.044,0.0878
NW_019211460.1,26500001,26550000,26523848,18093,0.0014,0.0003,0.0011,0.0004,0.0003,0.0012,0.0047,0.0046,0.0045,0.0047,0.0046,0.0045,0.001,0.0009,0.0004,0.1978,0.5809,0.6503,0.4839,0.7418,0.8639,0.815,0.1128,0.0598,0.0858
NW_019211460.1,26520001,26570000,26544951,17911,0.0017,0.0003,0.0012,0.0004,0.0002,0.0014,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0011,0.0011,0.0004,0.2034,0.5475,0.6212,0.4606,0.7275,0.8629,0.8202,0.0984,0.0768,0.0549
NW_019211460.1,26540001,26590000,26566198,17765,0.0016,0.0003,0.0013,0.0006,0.0003,0.0013,0.0049,0.0049,0.0051,0.005,0.005,0.0051,0.0012,0.0012,0.0006,0.187,0.5516,0.6244,0.4801,0.7169,0.8411,0.8029,0.0878,0.0826,0.1279
NW_019211460.1,26560001,26610000,26585039,18829,0.0013,0.0003,0.0012,0.0005,0.0005,0.0012,0.0046,0.0046,0.0047,0.0046,0.0046,0.0046,0.0011,0.0012,0.0009,0.1901,0.5745,0.6442,0.4816,0.7272,0.8445,0.7826,0.1172,0.0743,0.1861
NW_019211460.1,26580001,26630000,26604832,18847,0.0017,0.0003,0.0011,0.0007,0.0007,0.0017,0.0046,0.0046,0.0046,0.0046,0.0045,0.0045,0.0012,0.0013,0.001,0.2449,0.53,0.5637,0.392,0.7215,0.8115,0.7369,0.1286,0.0777,0.1753
NW_019211460.1,26600001,26650000,26624531,17954,0.0021,0.0003,0.0011,0.0007,0.0006,0.0019,0.0051,0.005,0.005,0.005,0.0048,0.0049,0.0011,0.0012,0.0009,0.2341,0.5365,0.538,0.38,0.7473,0.8108,0.7663,0.0936,0.0749,0.1253
NW_019211460.1,26620001,26670000,26645010,17815,0.0024,0.0003,0.0012,0.0007,0.0004,0.002,0.0057,0.0055,0.0055,0.0053,0.005,0.0051,0.0012,0.0011,0.0008,0.2128,0.5283,0.5314,0.3717,0.7439,0.8229,0.7923,0.0926,0.0647,0.103
